ngram;count;freq_per_100_n-gramms
kadunud ja loodan;1;0.0019
loodan ja kuulajad;1;0.0019
jutt kohe muutub;1;0.0019
valgas tuli õppida;1;0.0019
mõttes kasvasin paralleelselt;1;0.0019
paralleelselt et pühapäeva;1;0.0019
õhtul läksin valka;1;0.0019
valka ja reede;1;0.0019
reede pärastlõunal sõitsin;1;0.0019
pärastlõunal sõitsin tagasimaale;1;0.0019
võlusid ja valusid;1;0.0019
suur muutuste aeg;1;0.0019
muutuste aeg valga;1;0.0019
aeg valga hariduselus;1;0.0019
igavalt 12 aastat;1;0.0019
kool ei muutunud;1;0.0019
muutunud selle aja;1;0.0019
aja jooksul karva;1;0.0019
lend kes lõpetas;1;0.0019
lõpetas valga gümnaasiumi;1;0.0019
gümnaasiumi järgmine lend;1;0.0019
lõpetas juba gümnaasiumi;1;0.0019
valges endises gümnaasiumis;1;0.0019
endises gümnaasiumis nii-öelda;1;0.0019
